_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204693025,Hope my friends in Azle are safe. The storm that produced a tornado in Springtown is headed your way.,Informative,Caution and advice,,Other,,,,,
204693026,Tornado Watch is going on. Calling off work tonight lol... Fuck That My Life Is Two Important.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693027,Tornado siren going off...I hate that sound!!!,Informative,Caution and advice,,A siren has been heard,,,,,
204693028,Tornado in Parker moving into Denton and Tarrant. Going to drop SW and try to get behind it.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693029,#tornado 3SE of Springtown OK,Informative,Caution and advice,",Springtown OK",Other,,,,,
204693030,Tornado's in the USA are just mental cannot get my head round them and there are more on the way tonight :-(  #takeCareGuys,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693031,Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City metropolita... http://usat.ly/jQus5y,Informative,Information source,,,,,,,
204693032,I really hate this weather.....tornado warned storms headed this way,Personal,Caution and advice,,Other,,,,,
204693033,Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJ ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204693034,Sky is looking a greenish color...and there is a steady rumble of thunder. It's on a dead line for us...and we are under tornado warning,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693035,glad i moved from tornado alley.,Personal,Unknown,,,,,,,
204693036,Im not trying to be insensitive but seriously I will listen for the sirens...no more  tornado warning alert break ins to my American Idol,Personal,Caution and advice,,A siren has been heard,,,,,
204693037,O_o #clouds RT @TorrieF: I love tornado season. It's so beautiful!  http://bit.ly/mcZnoW,Informative,Information source,,,,,,,
204693038,@gardenloy got some tornado warning & softball-sized hail coming to denton. get in yo basement.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693039,There is now a Tornado 3 miles SE of Springtown with debris on the ground!  Get to your storm shelter immediately!  R ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693040,Lets go tornado watching.,Personal,Caution and advice,,Other,,,,,
204693041,@iSupportCS really? oh gosh. i hope he is ok! and everyone else down there too ! im glad ive never had to see a tornado,Personal,Unknown,,,,,,,
204693042,Wow...tornado time! -___-,Personal,Unknown,,,,,,,
204693043,Woman in Choctaw found an envelope from Chickasha in her front yard #okwx,Informative,Caution and advice,,Other,,,,,
204693044,Found a solid looking brick bldg in #joplin to hide behind. We'll do broadcast from here. Worried winds could flip o ...,Informative,Casualties and damage,,,,,,,Other
204693045,Somebody just said the tornado is on Cincinatti! Hol' on what???,Personal,Caution and advice,,Other,,,,,
204693046,I'm having a hard time telling where the local tornado coverage stops and Dancing With the Stars starts.,Other,,,,,,,,
204693047,Found a solid looking brick bldg in #joplin to hide behind. We'll do broadcast from here. Worried winds could flip o ...,Informative,Casualties and damage,,,,,,,Other
204693048,Yo this tornado shit bout to pop off b ! I want no parts but I'm outside watching tho,Personal,Caution and advice,,Other,,,,,
204693049,Tornado sirens! So I did what any sane person would do and went outside.,Informative,Caution and advice,,A siren has been heard,,,,,
204693050,Spotters reporting a tornado confirmed near Bedford TX in the Dallas/Ft. Worth Metro. Seek shelter now in NE Tarrant a ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693051,Praying for the people caught up in the tornado. Everyone #prayplease if that is all you can do. &lt;3,Personal,Caution and advice,,Other,,,,,
204693052,@ddlovato Sirens started going off. Tornado has officially touched down in my hometown super worried about my family right. #prayplease,Informative,Caution and advice,,A siren has been heard,,,,,
204693053,Red Cross Lucas Oil help raise money for Joplin tornado victims http://tf.to/sTff,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204693054,Dangerous storm passing through Dallas/Ft. Worth Metroplex.  Large hail and tornado threat!  Warning info radar: http: ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693055,ainda esperando pelo tornado...mas td na paz!!,Other,,,,,,,,
204693056,Strong winds from the West encouraging the multiple tornadoes leaving OK and enterning MO.about 83% of MO is under Tornado Watch.,Informative,Caution and advice,",Tornado Watch",A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693057,#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.,Informative,Information source,,,,,,,
204693058,So a tornado is about to hit my city... Time to pray!!!!!!,Personal,Unknown,,,,,,,
204693059,@dhiravindy itu yg di tornado........,Personal,Caution and advice,,Other,,,,,
204693060,chckd on moms tornado warnings going on around her. She is extra as ever so that means she's fine..lol. smh,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693061,#Joplin #tornado update. 750 people have been treated at area hospitals & an estimated 1500 people are still unaccou ...,Informative,Information source,,,,,,,
204693062,Glad to hear everyone at @KICKERaudio is ok after the tornado. @HaleyGauley you ok?,Personal,Caution and advice,,Other,,,,,
204693063,Wow so there is a tornado headed this way...,Informative,Caution and advice,,Other,,,,,
204693064,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204693065,#SignsOfTheInTime..Jesus is coming back!! RT @juggyfresh314: I remember the days when a tornado warning or sirens meant nothing...,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693066,Here we go Rockingham-tornado watch in effect. The storms moving in.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693067,Scary as hell out here.... tornado sirens howling...,Informative,Caution and advice,,A siren has been heard,,,,,
204693068,Tornado sirens goin off in north dallas,Informative,Caution and advice,",north dallas",A siren has been heard,,,,,
204693069,In light of our high tornado risks for tonight I'm headed to the compound for the evening! Got my fudge covered Oreos & a book. #SafeHouse,Informative,Unknown,,,,,,,
204693070,@riojunior99 watching dancing w/the stars finals & praying 4 tornado victims and u dear,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204693071,"@lizhomant We're in a tornado watch now & the severe stuff is getting closer. Headed to the basement to prepare our """"slumber"""" party",Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693072,#Tornado outbreak beginning in North Texas. #txwx #fb,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693073,wants to go help joplin this weekend; can't imagine the horror of watching your house being torn to shreds. #pray for no tornado tonight..,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204693074,@calebgardner the meteorologist encouraged people NOT to go take pictures of the tornado. Then asked for people to send them in if they do.,Personal,Unknown,,,,,,,
204693075,Way 2 go Joe RT @kq2lourin: @kq2 raised more than 35k for #Joplin in a matter of hours. THAT'S MY STATION!!!!!!!!! I'm so proud! #stjoeproud,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204693076,-- Governor signs executive order to ensure continuity of medical care for Joplin tornado victims: @MoGov #Joplin #torna ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204693077,EVERYONE AT #DFW AIRPORT THERE IS A STORM WITH A LIKELY TORNADO GOING TO PASS VERY CLOSE TO YOU. SEEK COVER NOW. #txwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693078,My editor says she's heard reports of possible tornado activity NW of Azle but nothing showing up on radar inside the loo ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693079,House GOP Prepares $1 Billion Aid Package For Tornado Victims http://huff.to/ilcr2z via @huffingtonpost  This is absurd and hypoctical.,Informative,"Donations of money, goods or services",,,,Money,Reports that something has been donated/provided/given/done,,
204693080,124 Dead as More Tornadoes Head to Joplin Mo.: The death toll from the monster tornado that struck Joplin Mo.... http://bit.ly/kNbONO,Informative,Information source,,,,,,,
204693081,Aaaand THERE go the tornado sirens. Better hole meself up in de bathroom. :P,Informative,Caution and advice,,A siren has been heard,,,,,
204693082,@Sarah_Liz98 you need to take shelter now! There is a funnel cloud above us! Which means a tornado may come!,Personal,Caution and advice,,Other,,,,,
204693083,124 Dead as More Tornadoes Head to Joplin Mo.: The death toll from the monster tornado that struck Joplin Mo.... http://bit.ly/kNbONO,Informative,Information source,,,,,,,
204693084,If you are in Bedford take cover!  Tornado on top of you right now!  Rshade,Informative,Caution and advice,,Other,,,,,
204693085,DENTON: Take shelter. Possible tornado just to the west of where I-35W and I-35E meet.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204693086,Search Rescue Ongoing in Joplin's 'Concentrated' Area of Tornado Damage http://to.pbs.org/jQbxfY,Informative,Information source,,,,,,,
204693087,i thnk a tornado comin..,Personal,Caution and advice,,Other,,,,,
204693088,Oh Shit take cover!!!! RT @_Gixxer_Girl: Oh fuck!! Tornado sirens in my area. :(,Informative,Caution and advice,,A siren has been heard,,,,,
204693089,Chillin on the patio... I love rain! (Without the tornado's),Personal,Caution and advice,,Other,,,,,
204693090,Another tornado ON THE GROUND near Haslet.,Informative,Caution and advice,",Haslet",A tornado sighting/touchdown has been reported,,,,,
204693091,Dangerous storm passing through Dallas/Ft. Worth Metroplex.  Large hail and tornado threat!  Warning info radar: http://wxch.nl/jU5q0A,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693092,70-80 mile/hr heading this way tornado warning - it's getting close. We have a basement - so we'll be fine. Prayers for OK appreciated,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693093,I haven't heard these tornado sirens go off in a minute!,Informative,Caution and advice,,A siren has been heard,,,,,
204693094,#Tornado Watches now covering all NE KS counties. Tornado safety tips: (cont) http://tl.gd/alv3sm,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204693095,Also conditions are ripe for a tornado to drop down pretty much at any time.,Informative,Caution and advice,,Other,,,,,
204693096,I have a lot of friends and coworkers in Bartlesville OK. One of them said their tornado sirens are going off. Please send good thoughts,Personal,Caution and advice,,A siren has been heard,,,,,
